;tamanho_arranjo;rodada;min;max;chave;presente;metodo;comparacoes;tempo;posicao;cenario
152;100000;44;159;9999537;2684980.0;True;Sequencial;27047.0;0.009273828000004869;27046.0;Aleatório
153;100000;44;159;9999537;2684980.0;True;Por saltos;272.0;7.907099961812492e-05;27046.0;Aleatório
154;100000;44;159;9999537;2684980.0;True;Binária;16.0;1.1637000170594547e-05;27046.0;Aleatório
155;100000;45;159;9999537;9778576.0;True;Sequencial;97787.0;0.026698315999965416;97786.0;Aleatório
156;100000;45;159;9999537;9778576.0;True;Por saltos;452.0;0.00021578399991994957;97786.0;Aleatório
157;100000;45;159;9999537;9778576.0;True;Binária;16.0;1.657899974816246e-05;97786.0;Aleatório
158;100000;46;159;9999537;1044642.0;False;Sequencial;100000.0;0.02582551900013641;;Aleatório
159;100000;46;159;9999537;1044642.0;False;Por saltos;349.0;9.122500023295288e-05;;Aleatório
160;100000;46;159;9999537;1044642.0;False;Binária;17.0;2.115400002367096e-05;;Aleatório
161;100000;47;159;9999537;3971613.0;False;Sequencial;100000.0;0.028737101999922743;;Aleatório
162;100000;47;159;9999537;3971613.0;False;Por saltos;442.0;0.0001276379998671473;;Aleatório
163;100000;47;159;9999537;3971613.0;False;Binária;17.0;1.7902000308822608e-05;;Aleatório
164;100000;48;159;9999537;4563314.0;True;Sequencial;45612.0;0.01402288999997836;45611.0;Aleatório
165;100000;48;159;9999537;4563314.0;True;Por saltos;252.0;0.00010402399993836298;45611.0;Aleatório
166;100000;48;159;9999537;4563314.0;True;Binária;17.0;1.764799981174292e-05;45611.0;Aleatório
167;100000;49;159;9999537;5563100.0;False;Sequencial;100000.0;0.027851888999975927;;Aleatório
168;100000;49;159;9999537;5563100.0;False;Por saltos;492.0;0.00016765400005169795;;Aleatório
169;100000;49;159;9999537;5563100.0;False;Binária;16.0;1.7615000160731142e-05;;Aleatório
170;100000;50;159;9999537;2631910.0;True;Sequencial;26503.0;0.00980744299977232;26502.0;Aleatório
171;100000;50;159;9999537;2631910.0;True;Por saltos;358.0;0.00011124100001325132;26502.0;Aleatório
172;100000;50;159;9999537;2631910.0;True;Binária;15.0;1.2442999832273927e-05;26502.0;Aleatório
173;100000;51;159;9999537;400065.0;False;Sequencial;100000.0;0.02972804199998791;;Aleatório
174;100000;51;159;9999537;400065.0;False;Por saltos;329.0;7.998299997780123e-05;;Aleatório
175;100000;51;159;9999537;400065.0;False;Binária;17.0;2.6013000024249777e-05;;Aleatório
176;100000;52;159;9999537;7966555.0;False;Sequencial;100000.0;0.034189263000371284;;Aleatório
177;100000;52;159;9999537;7966555.0;False;Por saltos;568.0;0.00019266499975856277;;Aleatório
178;100000;52;159;9999537;7966555.0;False;Binária;17.0;3.4052000046358444e-05;;Aleatório
179;100000;53;159;9999537;3792155.0;False;Sequencial;100000.0;0.025317001000075834;;Aleatório
180;100000;53;159;9999537;3792155.0;False;Por saltos;437.0;0.00012445299989849445;;Aleatório
181;100000;53;159;9999537;3792155.0;False;Binária;17.0;1.8337000255996827e-05;;Aleatório
182;100000;54;159;9999537;7272631.0;True;Sequencial;72617.0;0.01853000700020857;72616.0;Aleatório
183;100000;54;159;9999537;7272631.0;True;Por saltos;482.0;0.00015147399972192943;72616.0;Aleatório
184;100000;54;159;9999537;7272631.0;True;Binária;16.0;1.5698999959568027e-05;72616.0;Aleatório
185;100000;55;159;9999537;4595109.0;False;Sequencial;100000.0;0.02687563399967985;;Aleatório
186;100000;55;159;9999537;4595109.0;False;Por saltos;462.0;0.00015342000006057788;;Aleatório
187;100000;55;159;9999537;4595109.0;False;Binária;17.0;1.838000025600195e-05;;Aleatório
188;100000;56;159;9999537;5199278.0;False;Sequencial;100000.0;0.028041738999945665;;Aleatório
189;100000;56;159;9999537;5199278.0;False;Por saltos;481.0;0.00014382799963641446;;Aleatório
190;100000;56;159;9999537;5199278.0;False;Binária;17.0;1.7630000002100132e-05;;Aleatório
191;100000;57;159;9999537;9949449.0;True;Sequencial;99491.0;0.02896153099982257;99490.0;Aleatório
192;100000;57;159;9999537;9949449.0;True;Por saltos;581.0;0.0002273650002280192;99490.0;Aleatório
193;100000;57;159;9999537;9949449.0;True;Binária;16.0;1.6855000012583332e-05;99490.0;Aleatório
194;100000;58;159;9999537;9964488.0;True;Sequencial;99643.0;0.032561059999807185;99642.0;Aleatório
